timestamp,image_path
12/07/2024 19:33:11.282424,images/2024-07-12T19:33:07.png
12/07/2024 19:33:14.799798,images/2024-07-12T19:33:11.png
12/07/2024 19:33:18.195478,images/2024-07-12T19:33:14.png
12/07/2024 19:33:21.725655,images/2024-07-12T19:33:18.png
12/07/2024 19:33:25.062245,images/2024-07-12T19:33:21.png
12/07/2024 19:33:28.355787,images/2024-07-12T19:33:25.png
12/07/2024 19:33:31.552699,images/2024-07-12T19:33:28.png
12/07/2024 19:33:34.667132,images/2024-07-12T19:33:31.png
12/07/2024 19:33:37.554717,images/2024-07-12T19:33:34.png
12/07/2024 19:33:40.381520,images/2024-07-12T19:33:37.png
12/07/2024 19:33:43.276204,images/2024-07-12T19:33:40.png
12/07/2024 19:33:46.509978,images/2024-07-12T19:33:43.png
12/07/2024 19:33:49.694679,images/2024-07-12T19:33:46.png
12/07/2024 19:33:52.968822,images/2024-07-12T19:33:49.png
12/07/2024 19:33:56.235628,images/2024-07-12T19:33:52.png
12/07/2024 19:33:59.462260,images/2024-07-12T19:33:56.png
12/07/2024 19:34:02.570383,images/2024-07-12T19:33:59.png
12/07/2024 19:34:05.578282,images/2024-07-12T19:34:02.png
12/07/2024 19:34:08.332857,images/2024-07-12T19:34:05.png
12/07/2024 19:34:11.257273,images/2024-07-12T19:34:08.png
12/07/2024 19:34:14.115576,images/2024-07-12T19:34:11.png
12/07/2024 19:34:15.704268,images/2024-07-12T19:34:14.png
12/07/2024 19:34:17.582509,images/2024-07-12T19:34:15.png
12/07/2024 19:34:19.829708,images/2024-07-12T19:34:17.png
12/07/2024 19:34:21.784675,images/2024-07-12T19:34:19.png
12/07/2024 19:34:24.643279,images/2024-07-12T19:34:21.png
12/07/2024 19:34:26.725493,images/2024-07-12T19:34:24.png
12/07/2024 19:34:28.828547,images/2024-07-12T19:34:26.png
12/07/2024 19:34:30.929503,images/2024-07-12T19:34:28.png
12/07/2024 19:34:33.724744,images/2024-07-12T19:34:30.png
12/07/2024 19:34:36.468179,images/2024-07-12T19:34:33.png
12/07/2024 19:34:39.289023,images/2024-07-12T19:34:36.png
12/07/2024 19:34:41.989837,images/2024-07-12T19:34:39.png
12/07/2024 19:34:45.517309,images/2024-07-12T19:34:41.png
12/07/2024 19:34:48.589207,images/2024-07-12T19:34:45.png
12/07/2024 19:34:52.117931,images/2024-07-12T19:34:48.png
12/07/2024 19:34:54.815640,images/2024-07-12T19:34:52.png
12/07/2024 19:34:58.088626,images/2024-07-12T19:34:54.png
12/07/2024 19:35:01.075898,images/2024-07-12T19:34:58.png
12/07/2024 19:35:04.112685,images/2024-07-12T19:35:01.png
12/07/2024 19:35:06.903966,images/2024-07-12T19:35:04.png
12/07/2024 19:35:09.118708,images/2024-07-12T19:35:06.png
12/07/2024 19:35:11.124628,images/2024-07-12T19:35:09.png
12/07/2024 19:35:13.232473,images/2024-07-12T19:35:11.png
12/07/2024 19:35:16.310768,images/2024-07-12T19:35:13.png
12/07/2024 19:35:19.237957,images/2024-07-12T19:35:16.png
12/07/2024 19:35:21.819939,images/2024-07-12T19:35:19.png
12/07/2024 19:35:24.592400,images/2024-07-12T19:35:21.png
12/07/2024 19:35:27.261807,images/2024-07-12T19:35:24.png
12/07/2024 19:35:30.180150,images/2024-07-12T19:35:27.png
12/07/2024 19:35:33.019196,images/2024-07-12T19:35:30.png
12/07/2024 19:35:36.482797,images/2024-07-12T19:35:33.png
12/07/2024 19:35:39.922929,images/2024-07-12T19:35:36.png
12/07/2024 19:35:43.419635,images/2024-07-12T19:35:39.png
12/07/2024 19:35:46.999170,images/2024-07-12T19:35:43.png
12/07/2024 19:35:50.570356,images/2024-07-12T19:35:46.png
12/07/2024 19:35:54.140239,images/2024-07-12T19:35:50.png
12/07/2024 19:35:57.674828,images/2024-07-12T19:35:54.png
12/07/2024 19:36:01.229476,images/2024-07-12T19:35:57.png
12/07/2024 19:36:04.742574,images/2024-07-12T19:36:01.png
12/07/2024 19:36:08.310166,images/2024-07-12T19:36:04.png
12/07/2024 19:36:11.874225,images/2024-07-12T19:36:08.png
12/07/2024 19:36:15.823932,images/2024-07-12T19:36:11.png
12/07/2024 19:36:19.450940,images/2024-07-12T19:36:15.png
12/07/2024 19:36:23.040800,images/2024-07-12T19:36:19.png
12/07/2024 19:36:26.719402,images/2024-07-12T19:36:23.png
12/07/2024 19:36:30.482880,images/2024-07-12T19:36:26.png
12/07/2024 19:36:34.156820,images/2024-07-12T19:36:30.png
12/07/2024 19:36:37.755951,images/2024-07-12T19:36:34.png
12/07/2024 19:36:41.372837,images/2024-07-12T19:36:37.png
12/07/2024 19:36:45.059611,images/2024-07-12T19:36:41.png
12/07/2024 19:36:48.763852,images/2024-07-12T19:36:45.png
12/07/2024 19:36:52.431949,images/2024-07-12T19:36:48.png
12/07/2024 19:36:56.064466,images/2024-07-12T19:36:52.png
12/07/2024 19:36:59.704467,images/2024-07-12T19:36:56.png
12/07/2024 19:37:03.277266,images/2024-07-12T19:36:59.png
12/07/2024 19:37:06.726890,images/2024-07-12T19:37:03.png
12/07/2024 19:37:10.247210,images/2024-07-12T19:37:06.png
12/07/2024 19:37:13.822223,images/2024-07-12T19:37:10.png
12/07/2024 19:37:17.423091,images/2024-07-12T19:37:13.png
12/07/2024 19:37:21.056433,images/2024-07-12T19:37:17.png
12/07/2024 19:37:24.668131,images/2024-07-12T19:37:21.png
12/07/2024 19:37:28.288049,images/2024-07-12T19:37:24.png
12/07/2024 19:37:31.838205,images/2024-07-12T19:37:28.png
12/07/2024 19:37:35.412851,images/2024-07-12T19:37:31.png
12/07/2024 19:37:39.003959,images/2024-07-12T19:37:35.png
12/07/2024 19:37:42.580846,images/2024-07-12T19:37:39.png
12/07/2024 19:37:46.160423,images/2024-07-12T19:37:42.png
12/07/2024 19:37:49.716578,images/2024-07-12T19:37:46.png
12/07/2024 19:37:53.259365,images/2024-07-12T19:37:49.png
12/07/2024 19:37:56.795700,images/2024-07-12T19:37:53.png
12/07/2024 19:38:00.490040,images/2024-07-12T19:37:56.png
12/07/2024 19:38:04.545885,images/2024-07-12T19:38:00.png
12/07/2024 19:38:08.295511,images/2024-07-12T19:38:04.png
12/07/2024 19:38:12.085697,images/2024-07-12T19:38:08.png
12/07/2024 19:38:16.079458,images/2024-07-12T19:38:12.png
12/07/2024 19:38:19.808023,images/2024-07-12T19:38:16.png
12/07/2024 19:38:23.525441,images/2024-07-12T19:38:19.png
12/07/2024 19:38:27.440873,images/2024-07-12T19:38:23.png
12/07/2024 19:38:31.144985,images/2024-07-12T19:38:27.png
12/07/2024 19:38:34.856271,images/2024-07-12T19:38:31.png
12/07/2024 19:38:38.554635,images/2024-07-12T19:38:34.png
12/07/2024 19:38:42.308051,images/2024-07-12T19:38:38.png
12/07/2024 19:38:46.019898,images/2024-07-12T19:38:42.png
12/07/2024 19:38:49.727378,images/2024-07-12T19:38:46.png
12/07/2024 19:38:53.564572,images/2024-07-12T19:38:50.png
12/07/2024 19:38:57.285001,images/2024-07-12T19:38:53.png
12/07/2024 19:39:00.987037,images/2024-07-12T19:38:57.png
12/07/2024 19:39:04.693866,images/2024-07-12T19:39:00.png
12/07/2024 19:39:08.028067,images/2024-07-12T19:39:04.png
12/07/2024 19:39:11.829522,images/2024-07-12T19:39:08.png
12/07/2024 19:39:15.037582,images/2024-07-12T19:39:11.png
12/07/2024 19:39:18.311479,images/2024-07-12T19:39:15.png
12/07/2024 19:39:21.954771,images/2024-07-12T19:39:18.png
12/07/2024 19:39:25.554017,images/2024-07-12T19:39:21.png
12/07/2024 19:39:28.999481,images/2024-07-12T19:39:25.png
12/07/2024 19:39:32.006723,images/2024-07-12T19:39:28.png
12/07/2024 19:39:35.315240,images/2024-07-12T19:39:32.png
12/07/2024 19:39:38.710144,images/2024-07-12T19:39:35.png
12/07/2024 19:39:42.085854,images/2024-07-12T19:39:38.png
12/07/2024 19:39:45.879401,images/2024-07-12T19:39:42.png
12/07/2024 19:39:49.487452,images/2024-07-12T19:39:45.png
12/07/2024 19:39:52.933959,images/2024-07-12T19:39:49.png
12/07/2024 19:39:56.279300,images/2024-07-12T19:39:52.png
12/07/2024 19:40:00.179400,images/2024-07-12T19:39:56.png
12/07/2024 19:40:03.584913,images/2024-07-12T19:40:00.png
12/07/2024 19:40:07.066633,images/2024-07-12T19:40:03.png
12/07/2024 19:40:10.500163,images/2024-07-12T19:40:07.png
12/07/2024 19:40:13.888564,images/2024-07-12T19:40:10.png
12/07/2024 19:40:17.217742,images/2024-07-12T19:40:13.png
12/07/2024 19:40:20.602302,images/2024-07-12T19:40:17.png
12/07/2024 19:40:24.016103,images/2024-07-12T19:40:20.png
12/07/2024 19:40:27.482164,images/2024-07-12T19:40:24.png
12/07/2024 19:40:30.933049,images/2024-07-12T19:40:27.png
12/07/2024 19:40:34.370999,images/2024-07-12T19:40:30.png
12/07/2024 19:40:37.779597,images/2024-07-12T19:40:34.png
12/07/2024 19:40:41.171975,images/2024-07-12T19:40:37.png
12/07/2024 19:40:44.656969,images/2024-07-12T19:40:41.png
12/07/2024 19:40:48.099479,images/2024-07-12T19:40:44.png
12/07/2024 19:40:51.463188,images/2024-07-12T19:40:48.png
12/07/2024 19:40:54.873272,images/2024-07-12T19:40:51.png
12/07/2024 19:40:58.227645,images/2024-07-12T19:40:54.png
12/07/2024 19:41:01.520296,images/2024-07-12T19:40:58.png
12/07/2024 19:41:04.607091,images/2024-07-12T19:41:01.png
12/07/2024 19:41:07.977145,images/2024-07-12T19:41:04.png
12/07/2024 19:41:11.541409,images/2024-07-12T19:41:07.png
12/07/2024 19:41:15.175430,images/2024-07-12T19:41:11.png
12/07/2024 19:41:18.481074,images/2024-07-12T19:41:15.png
12/07/2024 19:41:21.798938,images/2024-07-12T19:41:18.png
12/07/2024 19:41:25.193168,images/2024-07-12T19:41:21.png
12/07/2024 19:41:28.593804,images/2024-07-12T19:41:25.png
12/07/2024 19:41:31.887128,images/2024-07-12T19:41:28.png
12/07/2024 19:41:35.260098,images/2024-07-12T19:41:31.png
12/07/2024 19:41:38.569646,images/2024-07-12T19:41:35.png
12/07/2024 19:41:41.932625,images/2024-07-12T19:41:38.png
12/07/2024 19:41:45.293966,images/2024-07-12T19:41:41.png
12/07/2024 19:41:48.457696,images/2024-07-12T19:41:45.png
12/07/2024 19:41:52.090019,images/2024-07-12T19:41:48.png
12/07/2024 19:41:55.291271,images/2024-07-12T19:41:52.png
12/07/2024 19:41:58.624469,images/2024-07-12T19:41:55.png
12/07/2024 19:42:01.991757,images/2024-07-12T19:41:58.png
12/07/2024 19:42:05.306503,images/2024-07-12T19:42:01.png
12/07/2024 19:42:09.016477,images/2024-07-12T19:42:05.png
12/07/2024 19:42:12.787791,images/2024-07-12T19:42:09.png
12/07/2024 19:42:16.573355,images/2024-07-12T19:42:12.png
12/07/2024 19:42:20.400314,images/2024-07-12T19:42:16.png
12/07/2024 19:42:24.201464,images/2024-07-12T19:42:20.png
12/07/2024 19:42:28.034685,images/2024-07-12T19:42:24.png
12/07/2024 19:42:31.801052,images/2024-07-12T19:42:28.png
12/07/2024 19:42:35.580152,images/2024-07-12T19:42:31.png
12/07/2024 19:42:39.364686,images/2024-07-12T19:42:35.png
12/07/2024 19:42:43.191446,images/2024-07-12T19:42:39.png
12/07/2024 19:42:46.963995,images/2024-07-12T19:42:43.png
12/07/2024 19:42:50.745480,images/2024-07-12T19:42:46.png
12/07/2024 19:42:54.574432,images/2024-07-12T19:42:50.png
12/07/2024 19:42:58.827275,images/2024-07-12T19:42:54.png
12/07/2024 19:43:02.623116,images/2024-07-12T19:42:58.png
12/07/2024 19:43:06.693357,images/2024-07-12T19:43:02.png
12/07/2024 19:43:10.489695,images/2024-07-12T19:43:06.png
12/07/2024 19:43:14.279281,images/2024-07-12T19:43:10.png
12/07/2024 19:43:18.052551,images/2024-07-12T19:43:14.png
12/07/2024 19:43:21.952677,images/2024-07-12T19:43:18.png
12/07/2024 19:43:25.719971,images/2024-07-12T19:43:21.png
12/07/2024 19:43:29.509532,images/2024-07-12T19:43:25.png
12/07/2024 19:43:33.684178,images/2024-07-12T19:43:29.png
12/07/2024 19:43:37.502508,images/2024-07-12T19:43:33.png
12/07/2024 19:43:41.270982,images/2024-07-12T19:43:37.png
12/07/2024 19:43:45.071289,images/2024-07-12T19:43:41.png
12/07/2024 19:43:48.889527,images/2024-07-12T19:43:45.png
12/07/2024 19:43:52.757017,images/2024-07-12T19:43:48.png
12/07/2024 19:43:56.569390,images/2024-07-12T19:43:52.png
12/07/2024 19:44:00.427499,images/2024-07-12T19:43:56.png
12/07/2024 19:44:04.244142,images/2024-07-12T19:44:00.png
12/07/2024 19:44:07.345420,images/2024-07-12T19:44:04.png
12/07/2024 19:44:10.773301,images/2024-07-12T19:44:07.png
12/07/2024 19:44:13.789418,images/2024-07-12T19:44:10.png
12/07/2024 19:44:16.949009,images/2024-07-12T19:44:13.png
12/07/2024 19:44:19.542836,images/2024-07-12T19:44:16.png
12/07/2024 19:44:22.524396,images/2024-07-12T19:44:19.png
12/07/2024 19:44:24.445320,images/2024-07-12T19:44:22.png
12/07/2024 19:44:27.561012,images/2024-07-12T19:44:24.png
12/07/2024 19:44:30.261545,images/2024-07-12T19:44:27.png
12/07/2024 19:44:32.882683,images/2024-07-12T19:44:30.png
12/07/2024 19:44:35.708510,images/2024-07-12T19:44:32.png
12/07/2024 19:44:38.854691,images/2024-07-12T19:44:35.png
12/07/2024 19:44:41.597111,images/2024-07-12T19:44:38.png
12/07/2024 19:44:44.509580,images/2024-07-12T19:44:41.png
12/07/2024 19:44:47.437360,images/2024-07-12T19:44:44.png
12/07/2024 19:44:50.354214,images/2024-07-12T19:44:47.png
12/07/2024 19:44:53.036098,images/2024-07-12T19:44:50.png
12/07/2024 19:44:56.301733,images/2024-07-12T19:44:53.png
12/07/2024 19:44:59.221264,images/2024-07-12T19:44:56.png
12/07/2024 19:45:02.122613,images/2024-07-12T19:44:59.png
12/07/2024 19:45:05.044427,images/2024-07-12T19:45:02.png
12/07/2024 19:45:07.982631,images/2024-07-12T19:45:05.png
12/07/2024 19:45:10.906443,images/2024-07-12T19:45:07.png
12/07/2024 19:45:14.365885,images/2024-07-12T19:45:10.png
12/07/2024 19:45:17.304620,images/2024-07-12T19:45:14.png
12/07/2024 19:45:20.266814,images/2024-07-12T19:45:17.png
12/07/2024 19:45:23.183408,images/2024-07-12T19:45:20.png
12/07/2024 19:45:26.116235,images/2024-07-12T19:45:23.png
12/07/2024 19:45:29.317458,images/2024-07-12T19:45:26.png
12/07/2024 19:45:32.274596,images/2024-07-12T19:45:29.png
12/07/2024 19:45:35.197188,images/2024-07-12T19:45:32.png
12/07/2024 19:45:38.060654,images/2024-07-12T19:45:35.png
12/07/2024 19:45:40.956156,images/2024-07-12T19:45:38.png
12/07/2024 19:45:43.838057,images/2024-07-12T19:45:40.png
12/07/2024 19:45:46.785463,images/2024-07-12T19:45:43.png
12/07/2024 19:45:49.751047,images/2024-07-12T19:45:46.png
12/07/2024 19:45:52.667869,images/2024-07-12T19:45:49.png
12/07/2024 19:45:55.575989,images/2024-07-12T19:45:52.png
12/07/2024 19:45:59.237102,images/2024-07-12T19:45:55.png
12/07/2024 19:46:02.122876,images/2024-07-12T19:45:59.png
12/07/2024 19:46:04.939880,images/2024-07-12T19:46:02.png
12/07/2024 19:46:08.189353,images/2024-07-12T19:46:04.png
12/07/2024 19:46:10.878888,images/2024-07-12T19:46:08.png
12/07/2024 19:46:14.081805,images/2024-07-12T19:46:10.png
12/07/2024 19:46:16.702478,images/2024-07-12T19:46:14.png
12/07/2024 19:46:19.627412,images/2024-07-12T19:46:16.png
12/07/2024 19:46:22.725458,images/2024-07-12T19:46:19.png
12/07/2024 19:46:25.737533,images/2024-07-12T19:46:22.png
12/07/2024 19:46:29.057907,images/2024-07-12T19:46:25.png
12/07/2024 19:46:32.806375,images/2024-07-12T19:46:29.png
12/07/2024 19:46:36.057199,images/2024-07-12T19:46:32.png
12/07/2024 19:46:39.667035,images/2024-07-12T19:46:36.png
12/07/2024 19:46:42.646980,images/2024-07-12T19:46:39.png
12/07/2024 19:46:46.080973,images/2024-07-12T19:46:42.png
12/07/2024 19:46:49.334247,images/2024-07-12T19:46:46.png
12/07/2024 19:46:52.556927,images/2024-07-12T19:46:49.png
12/07/2024 19:46:55.824234,images/2024-07-12T19:46:52.png
12/07/2024 19:46:59.265932,images/2024-07-12T19:46:55.png
12/07/2024 19:47:02.512844,images/2024-07-12T19:46:59.png
12/07/2024 19:47:05.699831,images/2024-07-12T19:47:02.png
12/07/2024 19:47:08.873583,images/2024-07-12T19:47:05.png
12/07/2024 19:47:12.069345,images/2024-07-12T19:47:08.png
12/07/2024 19:47:15.274106,images/2024-07-12T19:47:12.png
12/07/2024 19:47:18.456316,images/2024-07-12T19:47:15.png
12/07/2024 19:47:21.658931,images/2024-07-12T19:47:18.png
12/07/2024 19:47:24.854018,images/2024-07-12T19:47:21.png
12/07/2024 19:47:28.050863,images/2024-07-12T19:47:24.png
12/07/2024 19:47:31.244615,images/2024-07-12T19:47:28.png
12/07/2024 19:47:34.449009,images/2024-07-12T19:47:31.png
12/07/2024 19:47:37.637008,images/2024-07-12T19:47:34.png
12/07/2024 19:47:40.845865,images/2024-07-12T19:47:37.png
